DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,UTILIZATION,DC_CAPACITY
2020-05-15 00:00:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,25.184316133333333,22.8575074,0.0,0.0,15703
2020-05-15 00:15:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,25.08458866666667,22.761667866666663,0.0,0.0,15703
2020-05-15 00:30:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.935752600000004,22.59230553333333,0.0,0.0,15703
2020-05-15 00:45:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.8461304,22.36085213333333,0.0,0.0,15703
2020-05-15 01:00:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.621525357142858,22.165422642857145,0.0,0.0,15703
2020-05-15 01:15:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.5360922,21.968570866666667,0.0,0.0,15703
2020-05-15 01:30:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.638673866666664,22.352925666666668,0.0,0.0,15703
2020-05-15 01:45:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.87302233333333,23.1609192,0.0,0.0,15703
2020-05-15 02:00:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.936930466666663,23.026113,0.0,0.0,15703
2020-05-15 02:15:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,25.0122476,23.343229266666665,0.0,0.0,15703
2020-05-15 02:30:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,25.00514933333333,23.639459266666663,0.0,0.0,15703
2020-05-15 02:45:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.993019533333328,24.0394858,0.0,0.0,15703
2020-05-15 03:00:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,25.016309428571425,24.384135571428573,0.0,0.0,15703
2020-05-15 03:15:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.985215266666664,24.35150773333333,0.0,0.0,15703
2020-05-15 03:30:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.93773193333333,24.060296533333336,0.0,0.0,15703
2020-05-15 03:45:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.87909953333333,23.709794133333336,0.0,0.0,15703
2020-05-15 04:00:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.6789022,22.58994153333333,0.0,0.0,15703
2020-05-15 04:15:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.3519308,21.78364253333333,0.0,0.0,15703
2020-05-15 04:30:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.0626222,21.85252493333333,0.0,0.0,15703
2020-05-15 04:45:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.013224200000003,22.306315,0.0,0.0,15703
2020-05-15 05:00:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.1771058,22.551908466666664,0.0,0.0,15703
2020-05-15 05:15:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.304888,22.979492071428577,0.0,0.0,15703
2020-05-15 05:30:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.328727266666665,23.452380466666668,0.0,0.0,15703
2020-05-15 05:45:00,iCRJl6heRkivqQ3,0.0,0.0,0.0,7177992.0,24.28921113333333,23.09669193333333,0.0008627212413333,0.0,15703
2020-05-15 06:00:00,iCRJl6heRkivqQ3,41.85714286,4.028571429,0.0,7177992.0,24.088446066666663,22.2067566,0.0058869571866666,0.0026654014214851,15703
2020-05-15 06:15:00,iCRJl6heRkivqQ3,298.7142857,28.85714286,2.571428571,7177994.571,24.01163526666667,22.35345866666667,0.0222816074666666,0.0190216872753535,15703
2020-05-15 06:30:00,iCRJl6heRkivqQ3,677.0,65.5875,14.5,7178006.5,23.976731266666665,22.893282,0.0494097238666666,0.0431103663329561,15703
2020-05-15 06:45:00,iCRJl6heRkivqQ3,1271.428571,123.8285714,36.42857143,7178028.429,24.21899,24.442443933333333,0.0953944536,0.080962705261443,15703
2020-05-15 07:00:00,iCRJl6heRkivqQ3,1875.25,183.8375,77.0,7178069.0,24.5373984,27.185652866666665,0.1419404433333333,0.1194131676009985,15703
2020-05-15 07:15:00,iCRJl6heRkivqQ3,2036.428571,199.6285714,124.4285714,7178116.429,24.8159595,28.888477857142853,0.1547126757142856,0.129676782432361,15703
2020-05-15 07:30:00,iCRJl6heRkivqQ3,1974.0,193.5125,174.375,7178166.375,24.988789866666668,29.6056438,0.1487991533333333,0.1257014226606432,15703
2020-05-15 07:45:00,iCRJl6heRkivqQ3,2000.142857,196.0857143,222.7142857,7178214.714,25.21618033333333,29.547110933333336,0.1447934189333333,0.1273661614232134,15703
2020-05-15 08:00:00,iCRJl6heRkivqQ3,2916.375,286.3,280.875,7178272.875,25.41951306666667,31.412544733333327,0.2016386213333333,0.1857104794893279,15703
