DATE_TIME,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,UTILIZATION,DC_CAPACITY
2020-05-15 00:00:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,27.004763700000005,25.0607889,0.0,0.0,1541
2020-05-15 00:15:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.880811433333328,24.421868833333328,0.0,0.0,1541
2020-05-15 00:30:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.682055344827592,24.427290310344823,0.0,0.0,1541
2020-05-15 00:45:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.500588900000004,24.4206776,0.0,0.0,1541
2020-05-15 01:00:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.596148,25.088210413793107,0.0,0.0,1541
2020-05-15 01:15:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.512740033333333,25.31796966666667,0.0,0.0,1541
2020-05-15 01:30:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.494338966666664,25.217192533333336,0.0,0.0,1541
2020-05-15 01:45:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.420410206896552,25.065062310344832,0.0,0.0,1541
2020-05-15 02:00:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.401946133333333,24.691469366666656,0.0,0.0,1541
2020-05-15 02:15:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.22607820689656,24.55948079310345,0.0,0.0,1541
2020-05-15 02:30:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.2603992,24.482406633333337,0.0,0.0,1541
2020-05-15 02:45:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.2978261,24.4886982,0.0,0.0,1541
2020-05-15 03:00:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.328249103448275,24.50628962068966,0.0,0.0,1541
2020-05-15 03:15:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.15870973333333,24.595197433333333,0.0,0.0,1541
2020-05-15 03:30:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.078499333333333,24.801314366666663,0.0,0.0,1541
2020-05-15 03:45:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,26.00130396551724,24.60781744827586,0.0,0.0,1541
2020-05-15 04:00:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,25.6972106,24.626179,0.0,0.0,1541
2020-05-15 04:15:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,25.6277024137931,24.773145068965515,0.0,0.0,1541
2020-05-15 04:30:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,25.482045785714284,24.796690750000003,0.0,0.0,1541
2020-05-15 04:45:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,25.23093168965517,24.43690427586207,0.0,0.0,1541
2020-05-15 05:00:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,25.1175986,24.104579633333337,0.0,0.0,1541
2020-05-15 05:15:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,25.0918621,23.897232,0.0,0.0,1541
2020-05-15 05:30:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,24.916967827586213,23.83947131034483,0.0,0.0,1541
2020-05-15 05:45:00,WcxssY2VbP4hApt,0.0,0.0,0.0,181695261.0,24.741273799999995,23.7866618,0.002838054505,0.0,1541
2020-05-15 06:00:00,WcxssY2VbP4hApt,15.746666666666668,15.213333333333331,0.9333333333333332,181695261.9333333,24.74278656666667,24.07722983333333,0.0129619781466666,0.0102119874261049,1541
2020-05-15 06:15:00,WcxssY2VbP4hApt,28.113333333333333,27.15333333333333,6.6000000000000005,181695267.6,24.76391089655172,24.356189448275863,0.0210376687241379,0.0182319860185793,1541
2020-05-15 06:30:00,WcxssY2VbP4hApt,61.400000000000006,59.47857142857142,15.928571428571429,181695276.92857143,24.7863229,24.548886100000004,0.042435399,0.0398189687529323,1541
2020-05-15 06:45:00,WcxssY2VbP4hApt,165.06,161.42666666666665,41.53333333333333,181695302.53333336,25.04824510344827,25.746662,0.1034958783448276,0.1070442831003096,1541
2020-05-15 07:00:00,WcxssY2VbP4hApt,321.92,316.3066666666667,101.8,181695362.8,25.6732025,28.67470703333333,0.1994504836666666,0.208770723468143,1541
2020-05-15 07:15:00,WcxssY2VbP4hApt,400.02,393.0466666666666,192.00000000000003,181695453.0,26.076818,30.72550493103449,0.317665025862069,0.2594199329079478,1541
2020-05-15 07:30:00,WcxssY2VbP4hApt,484.1466666666665,474.9,301.5333333333334,181695562.53333333,26.424239066666665,32.206803566666665,0.3829133633333333,0.3139775405836539,1541
2020-05-15 07:45:00,WcxssY2VbP4hApt,576.1714285714287,564.6357142857141,428.6428571428572,181695689.6428572,27.12028751724138,34.59156220689654,0.4482866631034482,0.3736572004986663,1541
2020-05-15 08:00:00,WcxssY2VbP4hApt,588.9933333333332,577.1666666666667,569.6666666666665,181695830.66666663,27.678970266666667,35.705856366666666,0.4550275753333332,0.3819724289199587,1541
2020-05-15 08:15:00,WcxssY2VbP4hApt,672.5999999999999,658.8066666666666,724.0000000000001,181695985.00000003,27.953492333333333,36.78689773333334,0.509315263,0.4361928075443371,1541
2020-05-15 08:30:00,WcxssY2VbP4hApt,767.5066666666668,751.3733333333333,902.2,181696163.2,28.526214655172414,38.617749482758605,0.5709116793103447,0.4977414328610304,1541
2020-05-15 08:45:00,WcxssY2VbP4hApt,843.9357142857142,825.8714285714286,1097.0,181696358.0,29.31902146666665,40.738035900000014,0.6253999813333333,0.5473070005965228,1541
2020-05-15 09:00:00,WcxssY2VbP4hApt,886.74,867.5333333333333,1301.9333333333332,181696562.93333337,29.572043620689648,41.47150403448277,0.6542055951724136,0.5750663249507367,1541
2020-05-15 09:15:00,WcxssY2VbP4hApt,958.5866666666666,937.5066666666664,1533.2,181696794.2,30.09140723333333,43.4653736,0.7024373413333334,0.6216601388758562,1541
2020-05-15 09:30:00,WcxssY2VbP4hApt,1033.36,1010.22,1777.3333333333337,181697038.33333328,30.638658379310343,44.1451964137931,0.7566826427586206,0.6701519470770386,1541
